seconds,data
108.037,-66.3519287109375
108.151,-66.126708984375
108.245,-65.0006103515625
108.374,-63.7042236328125
108.464,-63.358154296875
108.573,-64.7149658203125
108.637,-67.6812744140625
108.76,-63.08349609375
108.852,-64.215087890625
108.976,-66.0662841796875
109.06,-67.74169921875
109.175,-67.939453125
109.251,-67.21435546875
109.36,-67.4835205078125
109.444,-69.1534423828125
109.567,-68.4832763671875
109.652,-70.3399658203125
109.782,-70.3179931640625
109.861,-68.57666015625
109.995,-68.92822265625
110.056,-68.1591796875
110.162,-66.0223388671875
110.264,-64.9072265625
110.378,-65.006103515625
110.473,-64.237060546875
110.591,-64.874267578125
110.655,-63.74267578125
110.776,-65.01708984375
110.872,-64.083251953125
110.97,-64.8468017578125
111.088,-64.698486328125
111.181,-63.2537841796875
111.277,-65.302734375
111.394,-62.786865234375
111.47,-65.2752685546875
111.59,-64.6929931640625
111.675,-65.1983642578125
111.802,-64.412841796875
111.887,-64.0447998046875
111.996,-63.8250732421875
112.066,-63.9459228515625
112.187,-65.2752685546875
112.272,-65.050048828125
112.399,-66.796875
112.488,-65.5169677734375
112.608,-66.0498046875
112.7,-65.91796875
112.818,-66.9287109375
112.866,-67.928466796875
112.991,-67.445068359375
113.085,-69.202880859375
113.211,-66.4727783203125
113.297,-63.8360595703125
